labelcode,cutword
104,民眾 表示 生命 身體 遭受 程度 家庭暴力 提出 何種 保護 令
104,民眾 受到 家庭暴力 案件 自保
104,保護 令 種類 及聲 請
104,家暴 案件 被害人 法院 未 核發 民事 保護 令前 警政 單位 主動 關懷 適時 保護 被害人 具體 作法
104,家庭暴力 保護 令 種類 申請 方式
104,防止 遭受 性 侵害
104,發生 性騷擾 時 單位 求助
104,請問 婦幼 安全 叫車 專線 為何
105,迪化 污水 處理廠 廢氣 燃燒 煙囪 何會 火 燄
105,迪化 內湖 八里 廠 處理方式 為何
105,迪化 廠 再生 水 提供 外界 取用 地點 時間 管徑 流程 為何 是否 需 事先 申請 是否 需 收費
105,請問 迪化 污水 處理廠 參訪 學習 可否 代為 安排 發給 環境 教育 小時 證明 申請
105,回饋 地方 經費 應 用於 事項
105,迪化 內湖 八里 廠 處理 過的 放 流水 排放 情形
105,迪化 污水 處理廠 回饋 金 發放 範圍 里
105,迪化 污水 處理廠 附設 休閒 運動 公園 公共 藝術作品 設置 地點
105,迪化 污水 處理場 附設 休閒 運動 公園 壘球場 申請 借用 須知
105,迪化 溫水 游泳池 目前 作 何用途 使用
105,迪化 污水 處理廠 附設 休閒 運動 公園 運動 設施
105,迪化 污水 處理廠 附設 休閒 運動 公園 位於 那裡 前往
105,迪化 污水 處理廠 附設 休閒 運動 公園 運動 設施 收費 情形
106,迪化 內湖 八里 廠 設計 平均 日 污水 量 最大 日 污水 量 為何
106,迪化 廠 再生 水 水質 為何
106,迪化 廠 再生 水 來源 為何
106,迪化 廠 再生 水 每日 少量 提供 外界 使用量
106,迪化 廠 再生 水可作 用途 是否 人體 接觸
106,收到 限期 接管 通知書 施工 同意書
106,迪化 污水 處理廠 附設 休閒 運動 公園 汽車 停車場 收費 額度 為何 經營 公司 聯絡 電話
106,迪化 污水 處理廠 附設 休閒 運動 公園 夜間 開放 球場 照明 幾點
106,臺北市 管理 幾座 污水 廠 那裡 地圖 參考
106,污水 廠 回饋 地方 經費 計算
106,污水 廠 回饋 區域 範圍 劃分 回饋 經費 分配比例
106,迪化 污水 處理廠 附設 休閒 運動 公園 運動 設施 開放 預借 使用 申請 需要 繳交 使用費 保證金
106,迪化 內湖 八里 廠 設計 水質 為何
106,迪化 內湖 八里 污水 處理廠 參訪 內容 時間
106,申請 參觀 迪化 內湖 八里 污水 處理廠
107,數位 學生證 使用 對象 為何
107,學生 申請 卡片 掛失 領取 退費 金額
107,數位 學生證 掛失 手續費 負擔
107,學生 遺失 數位 學生證 可否 直接 捷運 櫃檯 辦理 掛失
107,簡訊 發送 服務 幾種
107,換發 數位 學生證 是否 需要 學生 繳交 費用
107,學生 等待 排隊 上下學 刷卡 是否 造成 上課 延誤 下學 延遲
107,何要 實施 學生 放學 刷卡 機制
107,簡訊 發送 廠商 是否 學生 基本資料 家長 資料
107,數位 學生證 優缺點 為何
107,數位 學生證 中 晶片 資料 是否 造成 學生 資料 外洩
107,避免 數位 學生證 遺失 碰撞 造成 折損
107,數位 學生證 規劃 試辦 目前 辦理 情形
107,數位 學生證 刷卡 確實 到校 卻 未 刷卡 造成 系統 誤發 簡訊 情形
107,製 卡 內容 錯誤 重製 時 學生 是否 需 繳交 費用
107,學生證 多功能 使用 相關 訊息 應 單位 洽詢 可否 簡單 說明
107,教育局 資訊 教育科 權責 劃分
107,數位 學生證 遺失 補辦 相關 事宜
108,我要 象牙 古物 國外 輸入
108,我要 報名 貴處 補助 保育 團體 辦理 生態 活動
108,天母 古道 健走 遇到 臺灣 獼猴 處理
108,國外 輸入 象牙 雕刻品 買賣
108,有人 販賣 蘇眉魚 隆頭 鸚哥 魚 我要 通報
108,天母 古道 健走 有人 放置 食物 企圖 餵食 臺灣 獼猴 處理
108,我家 附近 公園 臺灣 藍鵲 攻擊 人 行為 找人 鳥巢 拆除
108,臺北市 入侵 紅火蟻 案例 進行 餌 站 監測 年 解除 列管
108,臺北市 找 單位 鑑識 是否 入侵 紅火蟻
108,臺北市 入侵 紅火蟻 時 單位 通報
108,臺北市 有人 販賣 保育 類 野生動物 我要 單位 反映
108,店裡 特定 寵物 業 許可證 弄 丟了
108,入侵 紅火蟻 叮咬
108,動保 處在 地點 執行 生態 監測
108,違反 菸 害防 制法 公園 內會 罰則
108,臺灣 藍鵲 何會 驅趕 路人 之行
108,特定 寵物 業 辦理 店面 面積 專任 人員 變更 需要 再次 現勘
108,花紋 青衣 魚 相似 一種 大型 保育 類 珊瑚礁 魚種
108,火蟻 蟻丘 蜂窩 結構
108,動保處 是否 執行 臺北市 生態 調查 工作
108,華江 雁鴨 自然 公園 禁止 吸菸
108,維護 國內 生態環境 野外 旅遊 時 野生動物 互動 原則 為何
108,許可證 遺失 申請 補發 須再繳 規費
108,國內 已將 蘇眉魚 隆頭 鸚哥 魚 兩種 大型 珊瑚礁 魚種 列為 何種 等級 保育 類 野生動物
108,螞蟻 腹 柄 節有 節 入侵 紅火蟻
108,如想 瞭解 臺北市 生物資源 哪裡 查詢
108,查詢 土地 是否 位於 本市 野生動物 保護區 野生動物 重要 棲息 環境 檢附 資料
108,申辦 特定 寵物 業 許可證 負責人 專任 人員 可否 同一 人
108,國內 目前 已將 兩種 大型 珊瑚礁 魚種 列為 保育 類 野生動物
108,寵物 過世 處理
108,違反 臺北市 野雁 保護區 管制 事項 後果
108,父親 過世 遺留 象牙 處置
108,長輩 處 獲贈 支 象牙 貴府 核發 公文 登記卡 俱全 請問 賣掉 變現
108,經營 貓之 繁殖 買賣 寄養 是否 應 申請 特定 寵物 業 許可證
108,臺北市 轄 直轄市 級 自然 保留區
108,臺北市 野雁 保護區 管制 事項 為何
108,撿 貓頭鷹 養
108,我要 出國 洽公 可否 使用 象牙 印章 出國
108,想 開設 寵物 美容 工作室 需要 注意 事項 哪裡 詢問 限制
108,自然 地景 依據 文化 資產 保存 法可分 類別
108,臺北市 野雁 保護區 公告 範圍 為何
108,國內 保育 類 野生動物 產 製品 需 登 註 記 管理 物種 為何
108,國內 野生動物 保育 分級 為何
108,經營 特定 寵物 業 買賣 寄養 業務 土地 使用 分區 限制 為何 查詢 特定 地點 土地 使用 分區
108,進入 關渡 或北 投石 自然 保留區 是否 申請
108,請問 華江 雁鴨 自然 公園 每年 觀賞 雁鴨 時間 為何 自然 公園 哪裡 最 適合 觀賞 雁 鴨
108,請問 持有 象牙 雕刻品 是否 辦理 登記
108,關渡 自然 公園 開放 時間 管理處 連絡 方式 為何 每年 最 適合 賞鳥 季節 為何
108,寵物店 購買 寵物 後 發生 消費 爭議 應 提出 申訴
108,申辦 臺北市 寵物 業 許可證 申請 對象 為何 現行 收費 標準 業者 未 申辦 寵物 業 許可證 違規 營業 有無 罰則
109,近百年來 臺北市 是否 曾 發生 土壤 液化 案例
109,我家 坐落 中度 土壤 液化 潛勢 區 範圍 我該
109,我家 坐落 高度 土壤 液化 潛勢 區 範圍 我該
109,為何 我家 液化 潛勢 查詢 地調 臺北市 政府 一致
109,我家 位於 兩種 液化 潛勢 邊界 應該 判別
109,國家 公開 類似 土壤 液化 潛勢 圖
109,公開 土壤 液化 潛勢 圖 目的
109,我家 坐落 低度 土壤 液化 潛勢 區 範圍 我該
109,我家 土壤 液化 下沉 傾斜 時該
109,土壤 液化 潛勢 圖 精度 代表 意義
109,土壤 液化 潛勢 圖要
109,土壤 液化 潛勢 圖是 做
109,臺北市 政府 土壤 液化 諮詢服務 專線
109,山區 是否 具 土壤 液化 潛勢
109,土壤 液化 潛勢 範圍 新建 建築
109,地震 時 土壤 液化 潛勢 區域 一定 發生 液化
109,土壤 液化 通常 不易 造成 人命 危害
109,土壤 液化 造成 災害
109,土壤 液化 容易 哪裡 發生
109,土壤 液化
109,潛勢 圖中 非本圖 所示 資料 精度 區域 代表 意義 為何
109,臺北市 工程 專家 諮詢 服務團 臺北市 水土保持 服務團 提供 諮詢 時間 電話 項目 事項 為何
110,助 妳 好孕 每胎 萬元 生育 獎勵金 請問 證件 戶政事務 領錢
110,胎 臺北市 胎 含 以上 鼓勵 生育 措施
110,參加 臺北市 聯合 婚禮
110,新 移民 會館 地址 電話 服務 時間 項目 為何
110,外國 人士 申請 中華民國 國籍 申辦 中華民國 身分證 資格
110,助 妳 好孕 臺北市 生育 獎勵金 育兒 津貼 單一 窗口
110,助 妳 好孕 臺北市 育兒 津貼 內政部 父母 未 就業 家庭 育兒 津貼 比較 表
110,新 移民 請問 新 移民 上課 報名
110,助 妳 好孕 請問 國外 出生 小孩 領取 生育 獎勵 萬元
110,助 妳 好孕 請問 每胎 萬元 生育 獎勵金 開 始發 哪裡領
110,助 妳 好孕 每胎 萬元 生育 獎勵金 設籍 時間 算 年
110,助 妳 好孕 每胎 萬元 生育 獎勵金 單親 媽媽 未婚 媽媽 領嗎
110,助 妳 好孕 每胎 萬元 生育 獎勵金 外籍 配偶 新 移民 領嗎
110,助 妳 好孕 每胎 萬元 生育 獎勵金 雙胞胎 領 份
110,助 妳 好孕 外縣市 臺北市 地方 遷進來 領每胎 萬元 生育 獎勵金
110,臺北市 催生 推出 助 妳 好孕 專案
110,新 移民 新 移民 外籍 配偶 持有 居留證 後 取得 身分證 辦理 程序 應備 文件 為何
110,參加 聯合 婚禮 贈送 禮物
110,新 移民 新 移民 會館 提供 研習 聚會 原 屬國 資訊 查詢 通譯 諮詢 場地 借用 服務
111,辦理 寺廟 申請 不動產 抵押 貸款 許可
111,辦理 寺廟 申請 處分 變更 不動產 許可
111,臺北市 寺廟 財團法人 相關 資訊 地址 電話 是否 公布 網站
111,參加 金銀 紙錢 集中 焚燒
111,若想 申請 傑出 市民 應要 申請 應備 文件 為何
111,辦理 寺廟 登記
111,請問 區公所 法律諮詢 時間 地點
111,借用 非政府 組織 會館 NGO 會館
111,何謂 調解 對造 人
111,宗教 財團法人 會計 諮詢
111,辦理 祭祀 公業 神明 土地 清理
111,申請 祭祀 公業 法人 設立
112,查詢 工地 道路 室內 裝修 施工 時間 法規
112,建築工地 施工 時間 為何
112,建築物 坪 數應 計算 出售 面積 是否 包括 地下室 在內
112,施工 要圍 圍籬 要備何 文件 申請 規定 圍籬 高度
112,分析 建材 用料 設備
112,交屋 時應 注意 事項 為何
112,設立 購屋 服務 台 目的 為何
112,購屋 時 決定 房間 數量
112,買賣 契約書 應否 訂立 取得 產權 保證
112,建管 處 購屋 服務 包括 哪些項目 購屋 服務 電話
112,市民 因鄰 房有 新建 工程 自稱 專業 公會 技師 建物 施作 鑑定 是否 需 配合 辦理
112,購買 預售 屋如有 違約 情形 辦理
112,施工 噪音 過大該 處理
112,建築物 越界 引起 土地 權利 糾紛 糾紛 未 解決 前 可否 禁 發起 造 人 使用 執照
112,建築物 施工 中 鷹架 材料 物品 占用 鄰地 應 處理
112,新建 工程施工 造成 房屋 損壞 處理
112,申請 從事 廢土 棄置 場 管轄 單位 為何
112,申請 建物 完工 證明書 應備 文件
112,局處 是否 規範 防火巷 應 設置 長度 寬度
113,小型 復 康 巴士 預約 訂車 管理 規定 為何
113,小型 復 康 巴士 接駁 車
113,不到 復 康 巴士
113,復 康 巴士 各障 等級 訂車 時間 為何
113,目前 北市 幾條 共乘 計程車 路線 經營
113,士林 陽明山 計程車 共乘 營運 服務 問題 應 反映 洽詢
113,士林 陽明山 計程車 共乘 人數 最長 等候 時間
113,士林 陽明山 計程車 共乘 搭乘 共乘 營業時間
113,計程車 駕駛 人 健康檢查 辦理 有何 資格 限制
113,無障礙 計程車 搭乘 人數 含 輪椅 乘客
113,無障礙 計程車 隊 車輛 數為何
113,無障礙 計程車 駕駛 人 資格
113,無障礙 計程車 復 康 巴士
113,無障礙 計程車 收費 方式 是否 提供 車資 補助
113,無障礙 計程車 叫車 有何 資格 限制
113,目前 處 受理 申請 案件 中 提供 全程 式 網路 服務項目 為何
113,外縣市 身心 障礙 民眾 欲 搭乘 臺北市 小型 復 康 巴士 資格 為何
113,計程車 費用率 決定
113,計程車 隊 違規 提供 車資 折扣 影響 計程車 駕駛 權益 反映 處理
113,民眾 搭乘 計程車 維護 權益
113,年 月 日起 計程車 隊 無法 提供 車資 折扣 影響 乘客 權益
113,搭程 計程車 時 請 司機 開 後 車箱 放置 物品 是否 規定 付費
113,計程車 費率 計算
113,營業 車輛 過戶 申請 應備 申請 文件 為何
113,索取 敬老 愛心 車隊 車資 收據 用途 為何
113,家人 必要 陪同 身障 坐 復 康 巴士 需 另加 費用
113,計程車 是否 接受 使用 信用卡 支付 車資
113,申訴 計程車 駕駛 違規 違法 行為
113,計程車 夜間 加成 時段 費用 為何
113,計程車 車行 計程車 運輸 合作社 有何 差異性
113,捷運 公車 雙向 轉乘 時間 限制
113,我要 搭船 一日遊 市政府 對此 行程 有何 規劃 建議
113,藍色 水路 固定 航班 外 提供 服務
113,藍色 水路 船舶 業者 營運 時間
113,申請 計程車 行 有何 資格 條件 限制 申請
113,計程車 客運 服務業 開業 申請 應備 申請 文件 為何
113,計程車 運輸 合作社 申請 社員 入社 應 準備 申請 文件
113,計程車 招呼站 有無 限制 特定 業者 排班
113,使用 交通局 免 付費 呼叫 計程車 專線
113,貓空 纜車 營運 時間 為何
113,是否 專門 外國 人士 設置 叫車 專線
113,搭乘 計程車 確定 跳表 問題
113,延滯 計時 意思
113,計程車 招呼站 排班 相關 規定
113,計程車 強佔 地盤 處理
113,計程車 運輸 合作社 申請 社員 退 社應 準備 文件
113,營業 車輛 汰舊換新 延期 申請 針對 計程車 客運 業 辦理 應備 申請 文件 為何
113,哪裡 搭船 碼頭 分布 位置
114,鄰里 交通 環境 改善 計畫 執行程序 安排
114,市民 所屬 車輛 遭 車體 明顯 處 張貼 移車 勸導 後 若該 車輛 使用 需求 後續 應 處理
114,未 懸掛 號牌 車輛 停放 本市 道路 處理 機關 程序 為何
114,未 懸掛 號牌 車輛 停放在 門前 停車 格位 尚無 嚴重 妨礙交通 為何 遭 執勤 員警 製 舉發 拖吊 移置 本市 處理 未 懸掛 號牌 堪用 車輛 之法源 依據 為何
114,車輛 能夠 需要 辦理 行駛 市區 道路 臨時 通行證
114,仰德大道 臨時 通行 條 申請
114,陽明山 仰德大道 替代 路線
114,陽明山 仰德大道 交通管制 狀況
114,使用 道路 舉辦 臨時 活動 符合 交通局 文化局 受理 應依 各該 權管 機關 相關 規定 申請 活動 項目 為何
114,申請 使用 道路 舉辦 臨時 活動 保證金 繳交
114,申請 使用 道路 舉辦 臨時 活動 應 備齊 資料
114,利用 道路 舉辦 臨時 活動 借用 範圍 為何
114,舉辦 臨時 活動 借用 本市 道路 應洽何 單位
114,借用 供 車輛 行駛 車道 舉辦 臨時 活動 規定 為何
114,申請 利用 道路 舉辦 臨時 活動 參考資料 下載 交通局 部分
114,使用 道路 舉辦 臨時 活動 應於 提出申請 交通局 部分 文化局 請 自行 另洽
114,借用 道路 舉辦 臨時 活動 適用 活動 內容 為何
114,家裡 出入口 車庫 前方 有車 時
115,液體 土壤改良劑 領 有無 提供 容器 無限量
115,液體 土壤改良劑 是否 焚化 廠 自行 製作 產 製
115,請問 內湖 垃圾 焚化 廠 參訪 學習 可否 代為 安排 發給 環境 教育 小時 證明 申請
115,民眾 參與 內湖 垃圾 焚化 廠 廢棄物 進廠 檢查 作業 資格 限制 申請 程序 為何
115,民眾 參與 內湖 垃圾 焚化 廠 廢棄物 進廠 檢查 作業 注意事項
115,內湖 垃圾 焚化 廠 葫蘆 洲 運動 公園 游泳池 開放 時間
115,申請 內湖 垃圾 焚化 廠 垃圾 代 焚化 處理
115,內湖 垃圾 焚化 廠 葫蘆 洲 運動 公園 設施 項目
115,內湖 垃圾 焚化 廠 葫蘆 洲 運動 公園 設施 免費 使用 對象
115,內湖 垃圾 焚化 廠 葫蘆 洲 運動 公園 免費 使用 對象 身分 證明 為何 影印本
115,內湖 垃圾 焚化 廠 葫蘆 洲 運動 公園 游泳池 免費 使用 對象 兒童 無 身分證 時
115,內湖 垃圾 焚化 廠 戴奧辛 排放 濃度 檢測 日期 檢測 內容 相關 資訊 是否 公開
115,內湖 垃圾 焚化 廠 是否 建立 監督機制
115,民眾 參觀 內湖 垃圾 焚化 廠 申請
116,臺北市 住宅 價格指數 編 製 發 布 指數 項目 為何
116,臺北市 政府 何要 編 製 住宅 價格指數 希望 達到 效果
116,何謂 標準 住宅
116,住宅 價格指數 影響 未來 公告 土地 現值 調整
116,住宅 價格指數 作為 買房 參考
116,何謂 住宅 價格指數
116,不動產 成交 案件 實價 登錄 申報 義務人 為何
116,土地 徵收 條例 條 修正 後 土地 徵收 地價 補償 方式 有何 改變
116,使用 自然人 憑證 工商 憑證 網路 申報 好處
116,買賣 案件 實價 登錄 可否 買賣 登記 案件 送 地政事務 收件 時 一併 申報
116,是否 所有 受理 申報 登錄 實際 資訊 皆 對外 公開 公開 方式 為何 洩漏 個人隱私
116,臺北市 實價 登錄 申報 義務人 主管 單位 為何
116,我要 申報 登錄 實價 請問 受理 單位 有無 轄區 限制 範圍
116,賣方 主動 登錄 查詢 價格 疑問 應 反映
116,申報 後 原 申報 登錄 資料 有誤 可否 申請 更正 原 申報 內容 應 更正
116,主管機關 確認 申報 資訊 真實性
116,申報 登錄 後 買賣 案件 資訊 內容 可供民眾 查詢
116,申報 人如 遭 政府 機關 認定 申報 登錄 不實 虞 應 主張 權利
116,申報 人 主管機關 認定 申報 登錄 不實 裁罰 行政處分 不服 時 有無 救濟 管道
116,買賣 案件 申報 原則 為何
116,預售 屋 已經 代銷 業在 契約 屆滿時 申報 過的 案件 辦理 買賣 移轉 登記 後 是否 需要 申報 申報
116,不動產 成交 案件 實際 資訊 申報 登錄 查詢 收費 辦法 規定 代銷 業者 辦理 分設 營業處 備查 時應 檢附 代銷 契約書 配合 實價 登錄 作業 需 代銷 契約書 是否 統一 格式
116,逾期 未 申報 申報 實 是否 處罰
116,賣房子 哥哥 二親 間 買賣 辦理 實價 登錄
116,買賣 完即 出國 無法 規定 時間 申報 可否 申請 暫緩 申報
116,同一 買賣 案件 權利 人 買方 地政士 不動產 經紀 業 是否 皆 申報 責任
116,數人 共同 承買 不動產 負責 申報
116,申報 登錄 期限 一日 如為 假日 時 是否 順延 至下 工作日
116,實價 登錄 是否 申報 登錄 房地 成交價
116,將填妥 申報 書 郵寄 地政事務 申報 登錄 處 辦理
116,假設 買賣 案件 年 月 日 登記 完畢 買賣 案件 申報 登錄 期限 一日 為何
116,已於 線上 填寫 表單 網路 登錄 無 自然人 憑證 工商 憑證 應 臨櫃 申報
116,無 電腦 網路 設備 採臨 櫃申 報時 應 檢附 何種 證明文件
116,預售 屋 買賣 實價 登錄 申報 申報 時機 為何
116,得知 自然人 憑證 工商 憑證 線上 申報 登錄 操作程序
116,不動產 租賃 成交 案件 若為 未登記 建物 須 申報 登錄
116,不動產 租賃 成交 案件 未 透過 不動產 經紀 業者 成交 是否 須 申報
116,不動產 出租 實價 登錄 申報
116,政府 何要 推動 實價 登錄 施行
116,情形 申報 登錄 成交 資訊 申報 登錄 期限 為何
116,申報 登錄 不動產 成交 案件 實際 資訊
116,公告 土地 現值 土地 標售 價格 為何 有所 差異
116,房屋 租金 上限 計算
116,了解 房屋 租金 上限 查詢 土地 價額 建築物 價額
116,公告 土地 現值 何要 接近 正常 交易價格
116,查詢 物價指數
116,查詢 本市 公告地價 公告 現值
116,重新 規定 地價 依據 標準 何在
116,目前 公告 土地 現值 作業 公開化 透明化
116,市 重劃 地價 查估 評定 作用 為何 公告 土地 現值 關係
116,已 規定 地價 土地 辦理 分割 合併 時 地價 應 辦理 分算
116,原 規定 地價 前次 移轉 現值 應 認定 登記 謄本 無 該項 資料 時 應 查詢
116,一次 辦理 重新 規定 地價 工作
116,公告 土地 現值 公告地價 作用 分別 為何
116,公告 土地 現值 產生
116,查詢 開業 登記 不動產 估價師 事務所
116,申請 不動產 估價師 開業 登記 應 檢附 證明文件
116,土地 所有權 人應 申報 地價 申報 地價 方式 為何
117,區段 徵收
117,市 重劃 意義
117,市 重劃 推動 方式
117,辦理 區段 徵收 法令 依據 目的
117,民眾 自行 辦理 市 重劃
117,辦理 區段 徵收 地區 是否 禁止 興建 房屋 規定
117,自辦 市 重劃 獎勵 優惠
117,區段 徵收 公告 期間 多久 公告
117,抵價
117,市 重劃 相關 業務 應 機關 詢問
117,抵價 總面積
117,重劃 計畫 書 異議 應 處理
117,辦理 市 重劃 地區 是否 禁止 土地 移轉 興建 房屋 規定
117,抵價 分配 方式 為何
117,重劃 區內 應行 拆遷 土地改良 物及 墳墓 處理
117,區段 徵收 範圍 私有土地 所有權 人 選擇 補償 方式 為何
117,區段 徵收 土地 補償費 應於 發給
117,重劃 區內 應行 拆遷 建築 改良 物 所有權 人 規定 期限內 自行 拆遷 有何 獎勵 規定
117,徵收 土地 土地改良 物 所有權 人 死亡 未辦 繼承 登記 徵收 補償費 應 領取
117,重劃 後 土地 分配 位置 依據
117,申請 發給 抵價
117,土地 所有權 人 土地 分配 異議 應 處理
117,重劃 後 分回 面積 減少 減少 面積 到哪去
117,區段 徵收 範圍 土地 設定 地上權 不動產 役權 地役權 農育權 永 佃權 設定 抵押權 典權 登載 限制 登 記者 土地 所有權 人 申請 發給 抵價 地應 提出 何種 證明文件
117,重劃 前 土地 已 辦竣 登記 項 權利 限制 登記 處理
117,建築 改良 物 徵收 補償費 農作 改良 物 徵收 補償費 土地 徵收 遷移費 查估 補償
117,區段 徵收 土地 農作 改良 物 合法 建築物 補償費 違章建築 拆遷 處理費 所有權 人 逾期 領取 應 處理
117,區段 徵收 土地 享有 稅賦 減免 規定
117,區段 徵收 區內 公園 綠地 道路 公共設施 施作 竣工 後 開放 民眾 使用
117,重劃 區抵 費地 是否 直接 土地 開發 總隊 購買
117,本市 重劃 區抵 費地 辦理 公開招標 投標人 資格
117,重劃 負擔 總費用 證明書 補發 更名
117,開發區 公共 工程施工 缺失 通報
117,市 重劃 後 抵費 處分 盈餘 款 可否 比例 發還 土地 所有權 人
117,區段 徵收 開發區 工程施工 阻礙交通 噪音 擾鄰 挖損 鄰近 中油 自來水 電力 電信 瓦斯 有線電視 管線 建物 情形 應 反映
117,重劃 區 工程施工 阻礙交通 噪音 擾鄰 挖損 鄰近 中油 自來水 電力 電信 瓦斯 有線電視 管線 建物 情形 應 反映
117,市 重劃 效益
117,市 重劃 區內 公園 綠地 道路 公共設施 施作 竣工 後 開放 民眾 使用
118,各項 認證 課程 活動 訊息
118,進行 線上 辦證
118,閱覽 服務 問題
118,圖書館 借閱 證 遺失 是否 小時 掛失 系統
118,請問 圖書館 是否 提供 無線 上網 服務
118,圖書館 開放 時間 為何
118,兒童 室 開放 時間 為何
118,預約 未取 相關 罰則
118,圖書館 借閱 證有 分 幾類
118,期刊 雜誌 外借
118,請問 臺北市 圖書館 是否 提供 學生 參加 公共服務 機會 請問 國中生 可不可以 參加 服務 相關 報名 手續
118,何謂 家庭 圖書 證 申請
118,書 到期 前 續借
118,每張 借閱 證最多 本書
118,圖書資料 遺失 毀損 賠償
118,館際 合作 服務項目
118,可否 代為 他館 借書
118,請問 圖書館 提供 電腦 登記 使用 時間
118,為何 收到 預約 逾期 未取 取消 通知 卻 收到 預約 書到 館 通知
118,為何 未 收到 預約 書到 館 通知 電子郵件 館方 有否 確保 預約 書到 館 通知 電子郵件 寄送 成功 機制 寄送 成功 時 將會 處理
118,查詢 圖書資料 預約 狀態
118,申辦 悠遊 卡 借閱 證的 地點
118,圖書館 是否 舉辦 換書 活動
118,還書 一定 當初 借書 館還
118,辦理 借閱 證 需要 證件
118,辦理 借閱 證 需要 費用
118,借閱 證 遺失 時應 辦理
118,辦理 悠遊 卡 借閱 證 需要 證件
118,悠遊 卡 受理 類型 限制
118,悠遊 卡 借閱 證 遺失 掛失
118,圖書資料 借閱 逾期 時 處罰
118,書 多久
118,申請 件 領取
118,臺北市 終身 學習 護照 學習 紀錄 頁 完後該 取得
118,申請 臺北市 終身 學習 證書 臺北市 終身 學習 楷模 證書
118,終身 學習 護照 協辦 單位 各項 課程 活動 是否 提供 公務人員 終身 學習 護照 認證
118,申請 補發 臺北市 終身 學習 護照
118,掛失 前 遭人 冒用 借書 處理
118,為何 圖書館 冷氣 彈性 開放 室溫 達到 開放
118,館藏 查詢 系統 出現 Sessionhastimedout PleaseclickOKtostartanewOPACsession 訊息
118,請問 安裝 自行 攜帶 軟體 圖書館 電腦 使用
118,館際 合作 申請 費用 計算
118,館際 合作 回覆 時間 多久
118,館際 合作 申請 方式
118,本館 收藏 期刊 文獻 是否 提出 館際 複印 申請 他館 期刊 文獻 複印 服務
118,認證 章及 認證 時數 是否 補算
118,成為 臺北市 終身 學習 護照 協辦 單位
118,認證 時數 核算
118,申請 臺北市 終身 學習 護照
118,圖書館 是否 保存 過期 報紙
118,圖書 狀態 顯示 新到 圖書 區 圖書 預約
118,預約 書 通知
118,線上 預約 申請 取消 修改 取 書館
118,借閱 證 證號 密碼 為何
118,想 分館 書 一定 分館
118,辦理 圖書 預約
118,借閱 證 請 人代借
118,悠遊 卡 借閱 證中 晶片 資料 是否 造成 讀者 資料 外洩
118,換了 悠遊 卡 借閱 證 是否 進入 智慧 圖書館 分館 借書
118,辦理 悠遊 卡 借閱 證 需要 費用
118,辦理 悠遊 卡 借閱 證有 身分 限制
118,圖書館 看書 需要 申辦 借閱 證嗎
118,申辦 借閱 證 需要 照片
118,借閱 證 請人 代辦
118,小朋友 身分證 辦理 借閱 證時 證件
119,申請 建國 假日 藝文 特區 攤位
119,何謂 臺北市 夜市 食材 登錄 平台
119,目前 臺北市 攤販 集中區 段 分布 集中 場內 攤販 總計
119,請問 申請 攤販 營業 許可證 應具 條件
119,新 申請 攤販 證須 準備 資料
119,有證 攤販 申請 變更 許可證 名義 營業 地點 營業項目 應 準備 資料
119,騎樓 道路 用地 政府 核准 之有證 攤販 營業 時 土地 所有權 人 可否 請求 廢止 攤販 營業 許可證 須依 何種 程序 辦理
119,攤販 公有 市場 攤商 區別
119,騎樓 商店 前 人行道 作為 營業 地點
119,申請 建國 玉市 攤位
120,國 小 轉學 新 生於 學期 中擬 轉入 額滿 學校 規定
120,國 小 轉學 臺北市 國 小 轉學 應 辦理 分 兩種 外縣市 轉 本市 同一 市區
120,派外 人員 及僑 生來 臺 就讀 國 小 申請 進額 學校
120,小朋友 哥哥 姊姊 已經 非額 學校 就讀 小朋友 直接 分發 非額 學校
120,小朋友 學區 額滿 學校 學校 分發
120,小朋友 符合 條件 優先 分發 額滿 學校
120,小朋友 哥哥 姊姊 已經 額滿 學校 就讀 小朋友 直接 分發 額滿 學校
120,所有權狀 取得 日為 前 年度 月 日前 設籍 日 月 日後 是否 就讀 學區 內額 學校
120,小朋友 設籍 時間 太晚 無法 分發 額滿 學校 是不是 唸 小學
120,優先 分發 小朋友 符合 優先 分發 條件 是不是 就讀 額滿 學校
120,國 小 轉學 請問 國 小學生 辦理 轉學 進入 臺北市 學校
120,臺北市 政府 教育局 鑑定 核准 暫緩 入學 新生 緩讀 一年 後 應 進入 國 小
120,戶籍 學生 父母 離異 目前 住 外祖母 家 戶籍 未 遷入 外祖母 家 請問 國小應 申請 分發
120,優先 分發 戶籍 設籍 三等親 阿姨 叔叔 舅舅家 可否 申請 優先 進入 額滿 小學
120,戶籍 雙方 父母 正在 辦理 離婚 孩子 面臨 就學 請問 戶籍 無法 辦理 遷移 入學
120,戶籍 就讀 臺北市 公立 國民小學 有無 設籍 多久 限制
120,戶籍 住 公家 宿舍 眷村 宿舍 計算 設籍 日 門牌 未報 戶籍
120,戶籍 何謂 居住 事實
120,國小新 設立 里 鄰 何時能 學區
120,國 小額 學校 優先 入學 資格 是否 房屋 所有權狀 大小 作 評估 是否 自有 住宅 優先 分發
120,持有 老舊 合法 房屋 未 申請 建造 所有權狀 子女 進入 國 小 就學
